id,department_id,department,semester,day,period,subject_id,start_time,end_time,room,created_at
0128f51b-a1ad-4587-ab0e-ab0f69c28f3b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,1,Friday,4,e861c22e-feff-494b-a7f6-31ecce2a3e5b,12:00,12:50,Hall-CSE-101,2026-07-21T17:36:54.868Z
9c4dea48-f698-48ed-ad88-91da65a231da,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,1,Friday,5,e09d57ba-b52e-440d-8eae-236e3d720320,13:00,13:50,Hall-CSE-101,2026-07-21T17:36:54.868Z
98220606-92fa-43bc-9244-d5df7ac6726b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,1,Friday,6,b47bbb5a-2456-4809-aea8-9988529da10a,14:00,14:50,Hall-CSE-101,2026-07-21T17:36:54.868Z
7159a396-5ac3-44cf-b841-611f257238c3,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Monday,1,4655dae5-a129-4b45-b20b-383da9922a59,9:00,9:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
a42875fd-63a1-4b64-91b9-a1bc51995890,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Monday,2,613e32fc-bcba-41af-b73f-0834588d87b2,10:00,10:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
e951f1e0-d86f-4866-88eb-479831a208f5,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Monday,3,6d894afb-8359-43bc-b58c-1d6891e8c12f,11:00,11:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
7ba47f44-8600-44b5-bf60-8bae29af5c23,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Monday,4,35b93e4f-df9c-47fc-b335-986a10a416cb,12:00,12:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
32ad58d9-5f8a-4ddb-b438-78110c563b03,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Monday,5,a332fab5-d6d0-41ec-b341-f2ac2c7d8f2e,13:00,13:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
085aed81-8b90-4a0b-afac-8f36bacaeeb0,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Monday,6,4655dae5-a129-4b45-b20b-383da9922a59,14:00,14:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
d0584fa6-0e5d-45e4-81f3-e53fb6109968,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Tuesday,1,4655dae5-a129-4b45-b20b-383da9922a59,9:00,9:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
1c65b062-e125-4e15-90e3-1b9d0beae876,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Tuesday,2,613e32fc-bcba-41af-b73f-0834588d87b2,10:00,10:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
a872add2-69cc-4ac0-94eb-68651d555c1d,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Tuesday,3,6d894afb-8359-43bc-b58c-1d6891e8c12f,11:00,11:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
2af72f2a-7ab1-4ff2-8e32-8fab4049bc43,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Tuesday,4,35b93e4f-df9c-47fc-b335-986a10a416cb,12:00,12:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
6d754ab7-1a9c-45ab-96b8-854ecd141a91,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Tuesday,5,a332fab5-d6d0-41ec-b341-f2ac2c7d8f2e,13:00,13:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
9b6211a4-81aa-4623-ac7f-81c7a35e73b0,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Tuesday,6,4655dae5-a129-4b45-b20b-383da9922a59,14:00,14:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
4df430e2-60e0-4464-9f22-411a8954aa7e,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Wednesday,1,4655dae5-a129-4b45-b20b-383da9922a59,9:00,9:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
4e277475-38fd-4c38-a09d-41a6d292af02,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Wednesday,2,613e32fc-bcba-41af-b73f-0834588d87b2,10:00,10:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
eef6290e-bce3-4908-9d13-31e589d6ef59,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Wednesday,3,6d894afb-8359-43bc-b58c-1d6891e8c12f,11:00,11:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
2776c602-049b-40ae-a6d2-414a1f0ac736,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Wednesday,4,35b93e4f-df9c-47fc-b335-986a10a416cb,12:00,12:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
4a5dbd24-c45f-4e58-9825-a9a344bb7ef7,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Wednesday,5,a332fab5-d6d0-41ec-b341-f2ac2c7d8f2e,13:00,13:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
96a70c8c-05d9-49a0-9458-da7b68edde12,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Wednesday,6,4655dae5-a129-4b45-b20b-383da9922a59,14:00,14:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
b2dd2b35-e1df-46e0-b43f-96b7d1dacd04,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Thursday,1,4655dae5-a129-4b45-b20b-383da9922a59,9:00,9:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
54802337-1cc0-4813-b9c1-c797f2a68723,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Thursday,2,613e32fc-bcba-41af-b73f-0834588d87b2,10:00,10:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
2047b754-166d-4e08-ba12-5bd6b352ea57,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Thursday,3,6d894afb-8359-43bc-b58c-1d6891e8c12f,11:00,11:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
d0f33113-d906-4850-a7a3-83c13041d9cc,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Thursday,4,35b93e4f-df9c-47fc-b335-986a10a416cb,12:00,12:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
e69699c8-89ac-4dfe-ba4e-47e928336c05,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Thursday,5,a332fab5-d6d0-41ec-b341-f2ac2c7d8f2e,13:00,13:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
c39c70e2-aaf9-4006-a061-724c85d81d1a,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Thursday,6,4655dae5-a129-4b45-b20b-383da9922a59,14:00,14:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
f98faf62-0608-4d05-9549-163b349bb315,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Friday,1,4655dae5-a129-4b45-b20b-383da9922a59,9:00,9:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
e7caca81-b044-482e-8fd3-1a6edacd63cd,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Friday,2,613e32fc-bcba-41af-b73f-0834588d87b2,10:00,10:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
51d42f13-c5b8-497a-8526-6c3986714d86,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Friday,3,6d894afb-8359-43bc-b58c-1d6891e8c12f,11:00,11:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
68a8dd78-3bcf-44bb-b6b3-3553ff4743ec,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Friday,4,35b93e4f-df9c-47fc-b335-986a10a416cb,12:00,12:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
b2909e46-2ca3-4152-9103-475ae63bde6b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Friday,5,a332fab5-d6d0-41ec-b341-f2ac2c7d8f2e,13:00,13:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
5a5430d1-485c-47dc-8d56-f2bd9a6501f3,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,2,Friday,6,4655dae5-a129-4b45-b20b-383da9922a59,14:00,14:50,Hall-CSE-102,2026-07-21T17:36:54.868Z
a224a835-3271-4cef-a749-c41d03afedf1,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Monday,1,ae98622d-3326-44e0-8086-ce5f843ae309,9:00,9:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
22b63860-bc01-44d2-80b5-9ace75691258,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Monday,2,2eeb7c67-69d2-47e9-bcae-3d6089483a0a,10:00,10:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
49238f7c-7013-4642-a026-e779e4be61a0,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Monday,3,0e38c99b-c078-455f-87d1-2520f5925722,11:00,11:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
ec5d1cea-6aca-4780-b7ce-8054bb151f9f,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Monday,4,bdaa3f81-0fbc-4b63-9799-47536c3973b9,12:00,12:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
a9e84e20-d206-4a7b-bd58-2a65385517b3,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Monday,5,71a032de-7432-4289-bec2-310a458ce559,13:00,13:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
c69d74f7-8c7f-487b-ab74-815f2eecc886,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Monday,6,ae98622d-3326-44e0-8086-ce5f843ae309,14:00,14:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
20dcffdd-57c6-425d-b0e0-8360e2c68e4d,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Tuesday,1,ae98622d-3326-44e0-8086-ce5f843ae309,9:00,9:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
f2191fcc-6e01-41c8-bb56-7ff232111460,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Tuesday,2,2eeb7c67-69d2-47e9-bcae-3d6089483a0a,10:00,10:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
10e67fe9-1e55-4492-9ea6-751cc6f21e8b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Tuesday,3,0e38c99b-c078-455f-87d1-2520f5925722,11:00,11:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
0441b4e7-adb5-45bc-966d-4bd6e795ebf7,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Tuesday,4,bdaa3f81-0fbc-4b63-9799-47536c3973b9,12:00,12:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
be227485-0fd4-4e4c-bdd8-285847e03b1d,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Tuesday,5,71a032de-7432-4289-bec2-310a458ce559,13:00,13:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
65baaebb-c779-4b85-a44f-0b337f1ea9bb,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Tuesday,6,ae98622d-3326-44e0-8086-ce5f843ae309,14:00,14:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
6dffc530-9869-4a27-ac0f-c1ac6312027b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Wednesday,1,ae98622d-3326-44e0-8086-ce5f843ae309,9:00,9:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
d7de4245-8392-4d21-af88-8ada1d8d7e35,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Wednesday,2,2eeb7c67-69d2-47e9-bcae-3d6089483a0a,10:00,10:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
53b8f352-8296-4b97-9d0b-51c5a9ba1a3b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Wednesday,3,0e38c99b-c078-455f-87d1-2520f5925722,11:00,11:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
b2d4ac00-b867-4dc4-9027-1ffc914176b8,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Wednesday,4,bdaa3f81-0fbc-4b63-9799-47536c3973b9,12:00,12:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
f6ce359b-84cb-4ad9-9f93-c91e72628f92,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Wednesday,5,71a032de-7432-4289-bec2-310a458ce559,13:00,13:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
8d0e92d3-ad71-48d8-bc59-404b958d4865,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Wednesday,6,ae98622d-3326-44e0-8086-ce5f843ae309,14:00,14:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
b47dc2c6-25a8-42f5-8c4e-3a52a28a7f9a,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Thursday,1,ae98622d-3326-44e0-8086-ce5f843ae309,9:00,9:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
354a5efc-2110-4e37-9e90-0dfbb96aa16e,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Thursday,2,2eeb7c67-69d2-47e9-bcae-3d6089483a0a,10:00,10:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
3ce49594-a816-4819-a97a-a57e55700223,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Thursday,3,0e38c99b-c078-455f-87d1-2520f5925722,11:00,11:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
aef868f2-cae1-467c-8b0c-79dd52080db2,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Thursday,4,bdaa3f81-0fbc-4b63-9799-47536c3973b9,12:00,12:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
1c25dd99-dc44-4a14-84a6-34a909ef367a,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Thursday,5,71a032de-7432-4289-bec2-310a458ce559,13:00,13:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
b53b6d6c-5f06-42b2-8e30-75ea852588b2,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Thursday,6,ae98622d-3326-44e0-8086-ce5f843ae309,14:00,14:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
45793301-9fa2-4dbf-ba58-6f70415525f3,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Friday,1,ae98622d-3326-44e0-8086-ce5f843ae309,9:00,9:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
d01c0947-f860-445d-ac00-5ce75ffd07d1,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Friday,2,2eeb7c67-69d2-47e9-bcae-3d6089483a0a,10:00,10:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
8330d275-ca5e-4f9a-8daa-714932d8ca33,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Friday,3,0e38c99b-c078-455f-87d1-2520f5925722,11:00,11:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
7bf2c919-8568-4cb8-ba57-085f04d7a92a,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Friday,4,bdaa3f81-0fbc-4b63-9799-47536c3973b9,12:00,12:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
7731a8b1-9250-4665-a2cf-7b7852d6850c,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Friday,5,71a032de-7432-4289-bec2-310a458ce559,13:00,13:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
647baf68-487f-4396-884b-6bf5c7ea73c7,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,3,Friday,6,ae98622d-3326-44e0-8086-ce5f843ae309,14:00,14:50,Hall-CSE-103,2026-07-21T17:36:54.868Z
5b0e2dcd-4efa-4fcb-abb4-fee0b739de02,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Monday,1,1ecb624f-14b6-4c61-93d4-43523777c1c9,9:00,9:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
262a6a57-54b8-4503-b415-fc3b7ebd3e0e,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Monday,2,8f328f0c-c411-489b-9504-525993163446,10:00,10:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
c0fef26e-1ad1-49d6-ae34-dc8ef9a32644,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Monday,3,7451a1fd-8108-4bfe-a9df-9f15ce5d4dc6,11:00,11:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
19b18822-6755-497b-877a-3afe91644128,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Monday,4,3d8a5f34-0839-45fe-81f2-b44b2e211121,12:00,12:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
467027d8-ce16-4fe0-bb0d-88a624c16e43,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Monday,5,ce2b8b98-865d-4c79-89c5-e758dc2122f0,13:00,13:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
4dbec9b1-e754-4efc-a1b7-2eb4e79b5093,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Monday,6,1ecb624f-14b6-4c61-93d4-43523777c1c9,14:00,14:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
6e5bd492-872c-4383-8afe-dccb1abdd2c4,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Tuesday,1,1ecb624f-14b6-4c61-93d4-43523777c1c9,9:00,9:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
3a44a32a-f7b6-49a8-8624-c132c67a7377,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Tuesday,2,8f328f0c-c411-489b-9504-525993163446,10:00,10:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
451fead8-7939-4931-94f8-3186c154640b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Tuesday,3,7451a1fd-8108-4bfe-a9df-9f15ce5d4dc6,11:00,11:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
e994d689-2669-4509-b593-9f9d3df7d46f,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Tuesday,4,3d8a5f34-0839-45fe-81f2-b44b2e211121,12:00,12:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
336b7930-4923-41dc-b18b-f5f79bdd299e,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Tuesday,5,ce2b8b98-865d-4c79-89c5-e758dc2122f0,13:00,13:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
1028b1f1-a938-4611-b75b-9b566d885f3a,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Tuesday,6,1ecb624f-14b6-4c61-93d4-43523777c1c9,14:00,14:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
212c6672-87fd-4b4e-b0fc-6da5a5b7a093,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Wednesday,1,1ecb624f-14b6-4c61-93d4-43523777c1c9,9:00,9:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
d1bb6fde-c1bb-4f4a-8c0d-79b7beca4b9b,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Wednesday,2,8f328f0c-c411-489b-9504-525993163446,10:00,10:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
432062ca-9e4f-4ba7-8854-10c714371ac4,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Wednesday,3,7451a1fd-8108-4bfe-a9df-9f15ce5d4dc6,11:00,11:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
ea983b89-f68e-450b-81e4-3e243d9b73f9,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Wednesday,4,3d8a5f34-0839-45fe-81f2-b44b2e211121,12:00,12:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
f9a81ebc-1ae8-4de7-9a94-251b566b5cd0,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Wednesday,5,ce2b8b98-865d-4c79-89c5-e758dc2122f0,13:00,13:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
91163472-10c8-4f7c-959c-6bfc0f88fe50,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Wednesday,6,1ecb624f-14b6-4c61-93d4-43523777c1c9,14:00,14:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
28200783-37e2-4bc8-aa0c-3273feb73317,c3c1a8d8-ca97-4499-b728-3331d505079f,CSE,4,Thursday,1,1ecb624f-14b6-4c61-93d4-43523777c1c9,9:00,9:50,Hall-CSE-104,2026-07-21T17:36:54.868Z
